2026-07-19 04:05:48 | INFO     | load_star_schema | All 8 required input files found in /home/claude/audit/final_repo/data/processed
                 PHP 1.470                 8230
          PowerShell 1.442                 6142

2026-07-19 15:21:14 | INFO     | skill_recommender | Known skills: ['React', 'JavaScript']
2026-07-19 15:21:14 | INFO     | skill_recommender | Recommended next:
recommended_skill  lift  co_occurrence_count
          Next.js 2.692                 7465
          Express 2.211                 6083
          Webpack 2.123                 6761
             Yarn 2.110                 6879
             Vite 2.081                 7180

2026-07-19 15:21:14 | INFO     | skill_recommender | Known skills: ['C#']
2026-07-19 15:21:14 | INFO     | skill_recommender | Recommended next:
     recommended_skill  lift  co_occurrence_count
                 NuGet 3.404                 8056
Visual Studio Solution 2.806                 6344
  Microsoft SQL Server 2.478                 8944
            PowerShell 2.085                 4722
       Microsoft Azure 1.984                 6934

2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | 1. HYPOTHESIS TESTING
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | H1: Remote vs In-person salary (Welch's t-test)
2026-07-19 15:21:25 | INFO     | statistics |     Remote: n=4573, mean=$145,211 | In-person: n=9413, mean=$152,934
2026-07-19 15:21:25 | INFO     | statistics |     t=-6.939, p=0.0000 -> REJECT H0 (significant difference)
2026-07-19 15:21:25 | INFO     | statistics | H2: US vs UK salary (Welch's t-test)
2026-07-19 15:21:25 | INFO     | statistics |     US: n=12465, mean=$156,526 | UK: n=623, mean=$96,287
2026-07-19 15:21:25 | INFO     | statistics |     t=25.249, p=0.000000 -> REJECT H0
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | 2. ANOVA
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | ANOVA: salary_in_usd ~ job_category (categories with n>=30)
2026-07-19 15:21:25 | INFO     | statistics |     F=281.69, p=0.00e+00, eta-squared=0.137
2026-07-19 15:21:25 | INFO     | statistics |     -> REJECT H0: job_category explains a significant share of salary variance
2026-07-19 15:21:25 | INFO     | statistics |     Effect size interpretation: eta-squared of 0.137 is medium by Cohen's convention
2026-07-19 15:21:25 | INFO     | statistics | ANOVA: salary_in_usd ~ experience_level
2026-07-19 15:21:25 | INFO     | statistics |     F=766.16, p=0.00e+00, eta-squared=0.139 (medium effect)
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | 3. CORRELATION ANALYSIS
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | Levels.fyi: years_of_experience vs total_yearly_compensation
2026-07-19 15:21:25 | INFO     | statistics |     Pearson r=0.423, p=0.00e+00, n=62642 -> statistically significant (moderate relationship)
2026-07-19 15:21:25 | INFO     | statistics | Stack Overflow: YearsCodePro vs ConvertedCompYearly
2026-07-19 15:21:25 | INFO     | statistics |     Pearson r=0.141, p=8.69e-104, n=23345 -> statistically significant (weak relationship)
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | 4. CONFIDENCE INTERVALS (95%)
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | Entry-level: mean=$91,872, 95% CI=[$88,965, $94,779], n=1063
2026-07-19 15:21:25 | INFO     | statistics | Executive: mean=$192,733, 95% CI=[$185,982, $199,483], n=416
2026-07-19 15:21:25 | INFO     | statistics | Mid-level: mean=$124,097, 95% CI=[$122,122, $126,072], n=3339
2026-07-19 15:21:25 | INFO     | statistics | Senior: mean=$163,112, 95% CI=[$161,879, $164,345], n=9381
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | 5. REGRESSION ANALYSIS (scikit-learn, statsmodels unavailable -- see module docstring)
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | Model: salary_in_usd ~ experience_level(ordinal) + job_category + work_setting + company_size
2026-07-19 15:21:25 | INFO     | statistics |     R-squared = 0.250  (model explains 25.0% of salary variance)
2026-07-19 15:21:25 | INFO     | statistics |     Overall F-test: F(14,14184)=337.6, p=1.11e-16 -> model is statistically significant
2026-07-19 15:21:25 | INFO     | statistics |     Intercept: $37,690
2026-07-19 15:21:25 | INFO     | statistics |     Coefficient on experience_level (per level step): $29,642
2026-07-19 15:21:25 | INFO     | statistics |     Top 5 positive category effects (vs. baseline):
job_category_Machine Learning and AI           53679.271371
work_setting_In-person                         44033.966563
work_setting_Remote                            37357.889747
job_category_Data Science and Research         35435.666423
job_category_Data Architecture and Modeling    22046.664162
dtype: float64
2026-07-19 15:21:25 | INFO     | statistics |     Top 5 negative category effects (vs. baseline):
company_size_M                               -1202.253909
job_category_Data Analysis                  -10401.072402
job_category_Data Management and Strategy   -17427.418949
job_category_Data Quality and Operations    -23099.334572
company_size_S                              -43856.734857
dtype: float64
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | 6. DISTRIBUTION ANALYSIS
2026-07-19 15:21:25 | INFO     | statistics | ======================================================================
2026-07-19 15:21:25 | INFO     | statistics | jobs_fact salary_in_usd: skewness=0.736 (right-skewed), excess kurtosis=0.881 (heavy-tailed)
2026-07-19 15:21:25 | INFO     | statistics |     Anderson-Darling statistic=75.99 vs. 5% critical value=0.79 -> reject normality
2026-07-19 15:21:25 | INFO     | statistics |     After log1p transform: skewness=-0.688 (much closer to normal)
2026-07-19 15:21:25 | INFO     | statistics | Levels.fyi total_yearly_compensation: skewness=4.512 (right-skewed), excess kurtosis=86.995 (heavy-tailed)
2026-07-19 15:21:25 | INFO     | statistics |     Anderson-Darling statistic=2076.15 vs. 5% critical value=0.79 -> reject normality
2026-07-19 15:21:25 | INFO     | statistics |     After log1p transform: skewness=-0.717 (much closer to normal)
2026-07-19 15:25:42 | INFO     | load_star_schema | All 8 required input files found in C:\Users\Md Imamuddin\OneDrive\Desktop\Global_Job_Market_Intelligence_Platform\data\processed
2026-07-19 15:25:42 | INFO     | load_star_schema | Connected to PostgreSQL
2026-07-19 15:25:43 | INFO     | load_star_schema | Loaded source CSVs: jobs=14199, levels_fyi=62642, so_salary=23435, so_skills=65437, bridge=967209
2026-07-19 15:25:43 | INFO     | load_star_schema | --- Populating dimensions ---
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_date: inserted 8 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_country: inserted 189 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_experience_level: inserted 4 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_employment_type: inserted 4 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_company_size: inserted 3 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_remote_status: inserted 3 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_education_level: inserted 6 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_role_family: inserted 34 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_company: inserted 1632 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | dim_skill: inserted 181 new row(s), skipped 0 already present
2026-07-19 15:25:43 | INFO     | load_star_schema | --- Clearing fact and bridge tables before reload ---
2026-07-19 15:25:43 | INFO     | load_star_schema | Truncated fact_job_postings, fact_levels_compensation, fact_so_respondent, bridge_respondent_skill
2026-07-19 15:25:43 | INFO     | load_star_schema | --- Populating fact tables ---
2026-07-19 15:25:44 | INFO     | load_star_schema | fact_job_postings: loaded 14199 rows, skipped 0 (lookup failures)
2026-07-19 15:25:45 | WARNING  | load_star_schema | record_id 11011: gender value 'Title: Senior Software Engineer' exceeds 20 chars, storing NULL instead
2026-07-19 15:25:45 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 12378) -- row will be skipped
2026-07-19 15:25:45 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 15054) -- row will be skipped
2026-07-19 15:25:45 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 17356) -- row will be skipped
2026-07-19 15:25:45 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 17608) -- row will be skipped
2026-07-19 15:25:45 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 18651) -- row will be skipped
2026-07-19 15:25:51 | INFO     | load_star_schema | fact_levels_compensation: loaded 62618 rows, skipped 24 (lookup failures)
2026-07-19 15:25:57 | INFO     | load_star_schema | fact_so_respondent: loaded 65437 rows (0 skipped -- every FK on this table is nullable)
2026-07-19 15:25:57 | INFO     | load_star_schema | --- Populating bridge table ---
2026-07-19 15:26:44 | INFO     | load_star_schema | bridge_respondent_skill: loaded 967209 rows
2026-07-19 15:26:44 | INFO     | load_star_schema | Done in 62.1s. Star schema loaded -- see sql/analysis_queries/ and sql/views/ to query it (those already target these exact table names).
2026-07-19 15:27:23 | INFO     | load_star_schema | All 8 required input files found in C:\Users\Md Imamuddin\OneDrive\Desktop\Global_Job_Market_Intelligence_Platform\data\processed
2026-07-19 15:27:23 | INFO     | load_star_schema | Connected to PostgreSQL
2026-07-19 15:27:23 | INFO     | load_star_schema | Loaded source CSVs: jobs=14199, levels_fyi=62642, so_salary=23435, so_skills=65437, bridge=967209
2026-07-19 15:27:23 | INFO     | load_star_schema | --- Populating dimensions ---
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_date: inserted 0 new row(s), skipped 8 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_country: inserted 0 new row(s), skipped 189 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_experience_level: inserted 0 new row(s), skipped 4 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_employment_type: inserted 0 new row(s), skipped 4 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_company_size: inserted 0 new row(s), skipped 3 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_remote_status: inserted 0 new row(s), skipped 3 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_education_level: inserted 0 new row(s), skipped 6 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_role_family: inserted 0 new row(s), skipped 34 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_company: inserted 0 new row(s), skipped 1632 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | dim_skill: inserted 0 new row(s), skipped 181 already present
2026-07-19 15:27:24 | INFO     | load_star_schema | --- Clearing fact and bridge tables before reload ---
2026-07-19 15:27:24 | INFO     | load_star_schema | Truncated fact_job_postings, fact_levels_compensation, fact_so_respondent, bridge_respondent_skill
2026-07-19 15:27:24 | INFO     | load_star_schema | --- Populating fact tables ---
2026-07-19 15:27:25 | INFO     | load_star_schema | fact_job_postings: loaded 14199 rows, skipped 0 (lookup failures)
2026-07-19 15:27:25 | WARNING  | load_star_schema | record_id 11011: gender value 'Title: Senior Software Engineer' exceeds 20 chars, storing NULL instead
2026-07-19 15:27:25 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 12378) -- row will be skipped
2026-07-19 15:27:25 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 15054) -- row will be skipped
2026-07-19 15:27:25 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 17356) -- row will be skipped
2026-07-19 15:27:25 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 17608) -- row will be skipped
2026-07-19 15:27:25 | WARNING  | load_star_schema | No country_key match for value 'South' (row id 18651) -- row will be skipped
2026-07-19 15:27:33 | INFO     | load_star_schema | fact_levels_compensation: loaded 62618 rows, skipped 24 (lookup failures)
2026-07-19 15:27:40 | INFO     | load_star_schema | fact_so_respondent: loaded 65437 rows (0 skipped -- every FK on this table is nullable)
2026-07-19 15:27:40 | INFO     | load_star_schema | --- Populating bridge table ---
2026-07-19 15:28:28 | INFO     | load_star_schema | bridge_respondent_skill: loaded 967209 rows
2026-07-19 15:28:28 | INFO     | load_star_schema | Done in 65.3s. Star schema loaded -- see sql/analysis_queries/ and sql/views/ to query it (those already target these exact table names).
